

[2022-08-08 10:24:56] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-08 10:24:56] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-08 10:24:56] Initialized system perf manager
[2022-08-12 21:32:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:32:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:35:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:35:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:55:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:55:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:56:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:56:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:57:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:57:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:57:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 21:58:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:01:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:02:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:09:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:12:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:13:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:13:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:14:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:14:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:14:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:35] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:35] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:15:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:16:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:23:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:23:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:24:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:26:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:26:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:27:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:27:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:27:58] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:27:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:28:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:29:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:29:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:30:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:31:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:31:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:31:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:31:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:31:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:33:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:33:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:33:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:33:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:43:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:43:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:43:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:43:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:43:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:44:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:44:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:44:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:46:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:47:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:47:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:47:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:48:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:48:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:50:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:50:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 22:50:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-12 23:14:13] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 358270
[2022-08-13 00:44:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:09] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 00:59:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:00:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:00:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:02:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:02:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:08:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:08:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:08:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:10:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:12:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:12:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:13:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:34] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:15:34] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:16:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:16:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:17:18] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:17:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 01:33:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:08:52] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:08:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:08:55] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:08:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:08:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:00] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:07] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 02:09:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080


[2022-08-13 12:22:31] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-13 12:22:31] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-13 12:22:31] Initialized system perf manager
[2022-08-13 12:25:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 12:25:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 12:25:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 12:25:54] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 12:25:57] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 358270
[2022-08-13 13:26:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 13:37:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:20:36] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:29:23] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:29:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:29:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:15] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:48:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:49:27] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:49:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:53:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:53:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:53:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:53:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 14:53:16] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:32:26] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:33:31] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:36:44] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:38:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:41:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:43:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:44:08] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:44:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:44:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:51:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:51:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:04] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:43] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 15:52:57] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 70
[2022-08-13 16:29:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 16:29:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 16:30:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 16:30:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 16:39:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:37] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:38] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:39] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:40] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:03:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:04:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:04:14] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:04:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:04:22] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:04:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:07:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:07:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:07:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 17:07:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:24] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:30] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:31] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:08:41] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:13:58] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:13:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:13:59] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:14:32] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:42] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:47] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:53] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:15:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:07] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:12] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:16:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:29:29] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 18:29:31] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 19:00:00] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 19:00:02] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 19:00:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 19:00:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 19:00:06] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 21:53:09] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 21:53:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:03:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:03:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:03:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:03:57] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:11:01] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 22:14:21] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:06:44] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:06:45] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:36:48] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:36:49] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:36:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-13 23:36:56] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080


[2022-08-24 20:42:11] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-24 20:42:11] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-24 20:42:11] Initialized system perf manager
[2022-08-24 20:42:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-24 20:42:33] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-24 20:42:36] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 358270
[2022-08-24 21:32:51] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-24 21:33:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-24 21:33:50] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-24 21:37:28] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080


[2022-08-24 21:37:44] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-24 21:37:44] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-24 21:37:44] Initialized system perf manager


[2022-08-25 17:27:29] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 769
[2022-08-25 17:27:29] CSystemPerfManager::MaybeUpdateActiveGame: loading profile for gameid: 769
[2022-08-25 17:27:29] Initialized system perf manager
[2022-08-25 17:28:03] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:05] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:17] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:19] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:28:22] CSystemPerfManager::UpdateCurrentGame: setting current gameid: 358270
[2022-08-25 17:44:10] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:44:11] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:44:13] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:48:20] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
[2022-08-25 17:48:25] CSystemPerfManager::OnFocusedWindowChanged: ignoring game: 413080
